,0,1
0,0.0,16.549999999999997
1,1e-06,13.815135398659606
2,2e-06,12.340130696143522
3,3e-06,14.630690167510666
4,4e-06,16.25929379815161
5,4.9999999999999996e-06,13.512284695731704
6,6e-06,15.949136178968212
7,7e-06,13.679898092976455
8,8e-06,17.402332499655603
9,9e-06,11.17531546279554
10,9.999999999999999e-06,11.459151401852505
11,1.1e-05,9.47307456317957
12,1.2e-05,12.316656623179894
13,1.3e-05,7.477701650165325
14,1.4e-05,9.718479269222117
15,1.4999999999999999e-05,8.566524497543485
16,1.6e-05,10.184494826043624
17,1.7e-05,7.204464628247864
18,1.8e-05,8.46265291879207
19,1.8999999999999998e-05,6.614660011423419
20,1.9999999999999998e-05,12.779797236490136
21,2.1e-05,12.659070487842401
22,2.2e-05,14.999965753689022
23,2.3e-05,12.412996978930016
24,2.4e-05,15.930803509927467
25,2.4999999999999998e-05,13.307560658664144
26,2.6e-05,14.48307893625266
27,2.7e-05,13.663074660083694
28,2.8e-05,13.227976576121687
29,2.9e-05,11.627781466174609
30,2.9999999999999997e-05,9.35530930695621
31,3.1e-05,8.430203478760038
32,3.2e-05,8.265760904043624
33,3.2999999999999996e-05,5.769569159717313
34,3.4e-05,5.565395231535977
35,3.5e-05,6.268669356767199
36,3.6e-05,10.4734907198704
37,3.7e-05,7.574456424734068
38,3.7999999999999995e-05,10.023091481664677
39,3.9e-05,6.42525031733332
40,3.9999999999999996e-05,9.816546307636623
41,4.1e-05,9.55918564543774
42,4.2e-05,16.06511366573733
43,4.2999999999999995e-05,14.040508286481622
44,4.4e-05,14.81868392510015
45,4.4999999999999996e-05,14.413495899610119
46,4.6e-05,15.88140336025416
47,4.7e-05,13.099833223434892
48,4.8e-05,12.52018200546816
49,4.9e-05,8.976539242482293
50,4.9999999999999996e-05,10.624633220459046
51,5.1e-05,8.3326477342049
52,5.2e-05,8.100926651844206
53,5.3e-05,6.93571719805546
54,5.4e-05,7.819409181538117
55,5.4999999999999995e-05,4.196042741196492
56,5.6e-05,7.367827221968365
57,5.6999999999999996e-05,9.390581998828425
58,5.8e-05,8.575856523997635
59,5.9e-05,9.119124700740326
60,5.9999999999999995e-05,7.180322525752384
61,6.1e-05,7.429330455855654
62,6.2e-05,9.971437735397355
63,6.3e-05,11.801410781954411
64,6.4e-05,11.958874901643098
65,6.5e-05,11.73870920873446
66,6.599999999999999e-05,13.741468591414343
67,6.7e-05,11.3513332105729
68,6.8e-05,11.987053459926223
69,6.9e-05,5.998895129399285
70,7e-05,7.937280315402646
71,7.099999999999999e-05,5.990581005726768
72,7.2e-05,5.109086701380559
73,7.3e-05,1.8696879823588444
74,7.4e-05,5.154994534591939
75,7.5e-05,3.8330005357860584
76,7.599999999999999e-05,1.2420642555535415
77,7.7e-05,2.7427430706824762
78,7.8e-05,6.5636407185843675
79,7.9e-05,8.360120808138827
80,7.999999999999999e-05,8.645868954046126
81,8.099999999999999e-05,7.328957855107981
82,8.2e-05,9.1292645289397
83,8.3e-05,9.512419901567386
84,8.4e-05,8.151889923449598
85,8.499999999999999e-05,8.092513476330659
86,8.599999999999999e-05,9.841438674013482
87,8.7e-05,9.210424953635926
88,8.8e-05,6.61990125462371
89,8.9e-05,6.814436722310015
90,8.999999999999999e-05,4.776164074763916
91,9.099999999999999e-05,5.460944819190442
92,9.2e-05,1.6075160131914372
93,9.3e-05,0.4502979778327596
94,9.4e-05,1.7179076016742083
95,9.499999999999999e-05,3.3670293831695792
96,9.6e-05,2.577291946998875
97,9.7e-05,-0.9000534412996957
98,9.8e-05,3.280016310197657
99,9.9e-05,4.936000971925148
100,9.999999999999999e-05,6.8155688280435704
101,0.000101,5.371761106717753
102,0.000102,8.184371611818253
103,0.000103,7.414484377984782
104,0.000104,6.780738712734424
105,0.00010499999999999999,6.723028846916057
106,0.000106,7.017067309813908
107,0.000107,8.766870556131211
108,0.000108,4.676632769537083
109,0.00010899999999999999,4.979259020303942
110,0.00010999999999999999,5.805271051380428
111,0.000111,3.4939075628424416
112,0.000112,-1.0911583852156452
113,0.000113,-0.8502511874065497
114,0.00011399999999999999,-1.5117521597937322
115,0.00011499999999999999,-0.49244467196707997
116,0.000116,0.17767606773916045
117,0.000117,0.6664980984109913
118,0.000118,-0.9448872650076787
119,0.00011899999999999999,1.7337797582741346
120,0.00011999999999999999,1.0607958575569296
121,0.000121,4.440326618615443
122,0.000122,2.963552871895549
123,0.00012299999999999998,3.583965395480791
124,0.000124,4.402943697510449
125,0.000125,5.964351661286712
126,0.000126,3.6759298790531307
127,0.000127,1.2641802429234286
128,0.000128,1.939935414640952
129,0.000129,-1.7406436030338386
130,0.00013,-1.1836907038463733
131,0.00013099999999999999,-2.009186520837884
132,0.00013199999999999998,-3.4112034596588128
133,0.000133,-4.041753788381615
134,0.000134,-4.282043189433486
135,0.000135,-3.6020509545169674
136,0.000136,-3.09299338924295
137,0.000137,0.09000846107856864
138,0.000138,-3.4572013907903316
139,0.000139,-1.0915717107458829
140,0.00014,-1.9477206058340701
141,0.00014099999999999998,0.8276157649226101
142,0.00014199999999999998,0.49165511429539965
143,0.000143,0.3095307563727337
144,0.000144,0.2751970696840586
145,0.000145,4.533404808135793
146,0.000146,2.6379721717902576
147,0.000147,1.0372958201184999
148,0.000148,-0.5321760772402351
149,0.000149,0.4368583680433048
150,0.00015,-4.273254349624803
151,0.00015099999999999998,-4.500308377372936
152,0.00015199999999999998,-5.384323495155873
153,0.000153,-3.574553343296781
154,0.000154,-6.868330295946683
155,0.000155,-7.653079084081306
156,0.000156,-6.548999839850052
157,0.000157,-5.0564955252290495
158,0.000158,-3.403380259507785
159,0.000159,-4.740362738382812
160,0.00015999999999999999,-2.044352380111101
161,0.00016099999999999998,-0.746763130733503
162,0.00016199999999999998,-0.59254906515268
163,0.000163,-0.49585012282178903
164,0.000164,-1.7466809564731598
165,0.000165,-1.3091085087605296
166,0.000166,-2.8903518678483837
167,0.000167,-1.2610668471294637
168,0.000168,-4.8342648400746535
169,0.000169,-0.9497139486892378
170,0.00016999999999999999,-4.500450326719689
171,0.00017099999999999998,-7.259032909738353
172,0.00017199999999999998,-10.005748840318406
173,0.000173,-6.701674107790799
174,0.000174,-8.031770492234367
175,0.000175,-9.794349483839667
176,0.000176,-11.132942990331552
177,0.000177,-7.684832624089079
178,0.000178,-5.740395456625325
179,0.000179,-5.057537755650008
180,0.00017999999999999998,-6.857761315070833
181,0.00018099999999999998,-3.005812961808468
182,0.00018199999999999998,-4.394134486331122
183,0.000183,-5.451160813632319
184,0.000184,-4.735700087171446
185,0.000185,-4.157872834533018
186,0.000186,-7.202252693213496
187,0.000187,-7.97978316621297
188,0.000188,-5.94074994810597
189,0.00018899999999999999,-6.100039846526042
190,0.00018999999999999998,-4.671986560858753
191,0.00019099999999999998,-9.21640856656048
192,0.000192,-11.615352862714373
193,0.000193,-10.686372230022783
194,0.000194,-12.290169989082706
195,0.000195,-11.504776766765417
196,0.000196,-12.762559653125642
197,0.000197,-10.399690629376527
198,0.000198,-10.20465556478756
199,0.00019899999999999999,-5.192114658368434
200,0.00019999999999999998,-8.014461782239197
201,0.00020099999999999998,-5.546930645823196
202,0.000202,-5.9046416677242615
203,0.000203,-5.232787011725943
204,0.000204,-4.558708709728663
205,0.000205,-3.2166487089971643
206,0.000206,-4.9573031989199565
207,0.000207,-7.274776108880198
208,0.000208,-8.322256790361884
209,0.00020899999999999998,-8.662110597570647
